,title,release_year,vote_count,vote_average
29926,Chappaqua,1967,2.0,8.0
29927,Deli Man,2015,6.0,6.9
29928,Sparkle,1976,4.0,5.4
29929,Rags & Tatters,2013,4.0,5.4
29930,Southern Rites,2015,2.0,7.0
29931,Barely Lethal,2015,352.0,5.5
29932,Spooks: The Greater Good,2015,203.0,5.9
29933,Woman Times Seven,1967,4.0,5.5
29934,The Fencer,2015,16.0,7.3
29935,The Salt of Life,2011,18.0,5.6
29936,Hurricane,1979,2.0,3.5
29937,Carry On Don't Lose Your Head,1966,17.0,7.0
29938,The Stationmaster Meets His Match,1980,7.0,7.5
29939,Suzanne,2013,40.0,6.9
29940,"The Other One: The Long, Strange Trip of Bob Weir",2014,7.0,7.1
29941,Ballet 422,2014,18.0,6.3
29942,Oz,1976,2.0,5.0
29943,J.A.C.E.,2011,3.0,5.5
29944,Brave Story,2006,23.0,6.6
29945,Restless Virgins,2013,10.0,6.2
29946,Leopardi,2014,167.0,6.6
29947,A Fish in the Bathtub,1999,1.0,6.0
29948,Bulldog Drummond's Peril,1938,4.0,5.9
29949,Bulldog Drummond's Bride,1939,2.0,6.0
29950,Bulldog Drummond at Bay,1937,2.0,6.5
29951,Bulldog Drummond's Secret Police,1939,2.0,6.0
29952,Bulldog Drummond in Africa,1938,3.0,4.8
29953,Bulldog Drummond Comes Back,1937,2.0,6.8
29954,Bulldog Drummond's Revenge,1937,2.0,5.8
29955,Deadlier Than the Male,1967,8.0,6.3
29956,Some Girls Do,1969,4.0,6.9
29957,2047: Sights of Death,2014,18.0,2.4
29958,Mankillers,1987,4.0,5.5
29959,Deep Web,2015,85.0,6.8
29960,Fugly,2014,2.0,5.3
29961,Ginza Cosmetics,1951,1.0,4.0
29962,"On Any Sunday, The Next Chapter",2014,4.0,7.3
29963,Piccadilly Jim,2005,2.0,6.5
29964,Pony Express,1953,10.0,4.1
29965,Just a Gigolo,1979,4.0,3.0
29966,The Survivor,1981,8.0,5.4
29967,Dark Horse,1992,1.0,6.0
29968,Shakedown,2002,2.0,3.0
29969,Shakedown,1950,4.0,4.5
29970,Success At Any Price,1934,0.0,0.0
29971,Seventeen Again,2000,9.0,5.1
29972,Sweet Sixteen,1983,14.0,5.3
29973,The Disappearance of Garcia Lorca,1996,4.0,6.5
29974,The Dramatics: A Comedy,2015,6.0,5.3
29975,Up the Creek,1958,1.0,6.0
29976,What Love Is,2007,6.0,5.0
29977,You Can't Run Away from It,1956,1.0,5.0
29978,The Girl with the Hat Box,1927,5.0,7.6
29979,Static,2012,39.0,5.5
29980,The Flapper,1920,2.0,6.5
29981,You Are My Sunshine,2015,2.0,9.0
29982,The Monkey King,1964,9.0,7.9
29983,5 to 7,2014,96.0,6.9
29984,Seymour: An Introduction,2015,9.0,6.4
29985,Open Secret,2013,0.0,0.0
29986,Puffball,2007,5.0,3.1
29987,Into Thin Air: Death on Everest,1997,13.0,4.4
29988,Parole de flic,1985,4.0,5.9
29989,Fear in the Night,1947,4.0,4.1
29990,War-Time Romance,1983,4.0,5.5
29991,Afonya,1975,16.0,6.9
29992,The Flight,1970,5.0,5.3
29993,Byelorussian Station,1971,7.0,7.1
29994,"Due cuori, una cappella",1975,3.0,6.0
29995,"It Can Be Done, Amigo",1972,12.0,5.3
29996,Halleluja for Django,1967,0.0,0.0
29997,Starship Rising,2014,14.0,2.5
29998,No Path Through Fire,1968,5.0,4.8
29999,We'll Live Till Monday,1968,4.0,7.3
30000,Uncle Vanya,1970,3.0,8.3
30001,The Red Snowball Tree,1974,10.0,6.5
30002,The Debut,1970,7.0,5.4
30003,Monologue,1972,4.0,6.3
30004,Walking the Streets of Moscow,1963,12.0,7.0
30005,Don't Grieve!,1969,9.0,5.4
30006,Oblomov,1980,6.0,4.3
30007,Triumph Over Violence,1965,7.0,7.1
30008,Short Stories,2012,15.0,6.1
30009,My Love,2006,8.0,6.6
30010,Gardens in Autumn,2006,6.0,5.9
30011,The Cow,1990,6.0,6.8
30012,A Driver for Vera,2004,11.0,6.2
30013,Blackbird,2007,1.0,4.0
30014,Plus one,2008,6.0,4.0
30015,The Stroll,2003,9.0,6.4
30016,Radio Day,2008,18.0,8.3
30017,Dura,2005,3.0,4.3
30018,Kung Fu Rascals,1992,0.0,0.0
30019,Waiting for Godot,2001,8.0,7.8
30020,San Andreas Quake,2015,77.0,3.5
30021,"Unman, Wittering and Zigo",1971,5.0,6.8
30022,Voyage to the Planet of Prehistoric Women,1968,14.0,2.8
30023,Lady Frankenstein,1971,11.0,4.0
30024,The Lookalike,2014,23.0,5.1
30025,The Anonymous People,2013,1.0,6.0
30026,The Martian,2015,7442.0,7.6
30027,Treasure Island,1972,8.0,5.5
30028,Night Hair Child,1972,4.0,5.3
30029,Road,2014,16.0,7.7
30030,Return to Sender,2015,140.0,5.0
30031,Vazhakku Enn 18/9,2012,4.0,6.5
30032,I Am Omega,2007,21.0,4.0
30033,The Alien Factor,1978,6.0,3.7
30034,Magical Universe,2014,4.0,6.3
30035,Concerning Violence,2014,2.0,7.5
30036,Kung Fury,2015,762.0,7.6
30037,Morgan,2012,7.0,6.4
30038,Follow Me: The Yoni Netanyahu Story,2012,1.0,5.0
30039,The Light Thief,2011,4.0,5.3
30040,Detective Byomkesh Bakshy!,2015,21.0,6.4
30041,Badlapur,2015,30.0,6.8
30042,Holiday,2014,29.0,5.8
30043,Elections Day,2007,24.0,7.6
30044,Hecate,1982,1.0,6.0
30045,The Last Desperate Hours,1974,0.0,0.0
30046,Summer Affair,1971,0.0,0.0
30047,Agente Logan - missione Ypotron,1966,0.0,0.0
30048,Nobody's Perfect,2008,2.0,6.5
30049,A Hard Day,2014,89.0,6.7
30050,Child's Play,1972,4.0,7.3
30051,Woman in a Dressing Gown,1957,3.0,7.5
30052,Shinsengumi: Assassins of Honor,1969,8.0,6.3
30053,Tiger Bay,1959,11.0,7.8
30054,Youth,2015,625.0,6.7
30055,Don't Knock The Rock,1956,2.0,7.5
30056,Yield to the Night,1956,3.0,8.0
30057,The Yellow Balloon,1953,0.0,0.0
30058,No Trees in the Street,1959,2.0,6.0
30059,A Man Could Get Killed,1966,1.0,5.0
30060,Wake Up Sid,2009,32.0,6.8
30061,Mission Kashmir,2000,15.0,5.8
30062,Lakshya,2004,29.0,6.7
30063,Iqbal,2005,20.0,6.5
30064,Ghulam,1998,17.0,6.1
30065,Rangeela,1995,12.0,7.1
30066,The Annunciation,1984,7.0,6.5
30067,Streetwise,1984,7.0,8.3
30068,Survivor,2015,407.0,5.4
30069,Hot Girls Wanted,2015,198.0,5.9
30070,Striped Trip,1961,13.0,6.2
30071,That Munchhausen,1979,16.0,7.8
30072,"C'mon, Let's Live a Little",1967,0.0,0.0
30073,Poliisin poika,1998,4.0,5.8
30074,The Commander,1988,5.0,5.4
30075,To Kill a Stranger,1987,1.0,5.0
30076,Ground Zero,1987,2.0,6.5
30077,Nothing Underneath,1985,4.0,4.3
30078,The Treasure of the Amazon,1985,2.0,5.3
30079,Where Is Parsifal?,1985,1.0,5.0
30080,Jaguar Lives!,1979,3.0,5.0
30081,"Good Luck, Miss Wyckoff",1979,0.0,0.0
30082,The Uncanny,1977,7.0,6.2
30083,Journey Into Fear,1975,1.0,6.0
30084,Barry McKenzie Holds His Own,1974,3.0,4.8
30085,The Mutations,1974,4.0,5.0
30086,Wedding in White,1972,1.0,5.0
30087,No Love for Johnnie,1961,2.0,2.5
30088,The Man in the Sky,1957,2.0,3.3
30089,The Taming of the Scoundrel,1980,84.0,7.0
30090,La Máquina de Bailar,2006,4.0,4.5
30091,Bombay Talkies,2013,19.0,5.9
30092,Bhool Bhulaiyaa,2007,27.0,6.3
30093,Phir Hera Pheri,2006,15.0,5.6
30094,Mohra,1994,7.0,6.0
30095,Sarkar Raj,2008,6.0,5.3
30096,Ek Ajnabee,2005,5.0,4.4
30097,Sarkar,2005,17.0,6.9
30098,Hulchul,2004,10.0,6.0
30099,Samay: When Time Strikes,2003,1.0,8.0
30100,Border,1997,12.0,6.5
30101,The Red House,1947,16.0,5.5
30102,1942: A Love Story,1994,5.0,4.6
30103,Nayak: The Real Hero,2001,17.0,6.5
30104,Virasat,1997,2.0,7.0
30105,The Redwood Massacre,2014,23.0,4.1
30106,A Gift of Miracles,2015,15.0,5.9
30107,Curse of the Witching Tree,2015,16.0,4.6
30108,The Last Days of the World,2011,3.0,4.0
30109,Spy,2015,2590.0,6.9
30110,Still the Water,2014,26.0,6.3
30111,The Strange Affair of Uncle Harry,1945,10.0,4.9
30112,Tinker Bell,2008,319.0,6.5
30113,Dazzle,1999,1.0,5.0
30114,Living Is Easy With Eyes Closed,2013,58.0,6.6
30115,Melody,2014,3.0,7.5
30116,Power Trip,2003,2.0,4.0
30117,Pingpong,2006,2.0,7.3
30118,At Ellen’s Age,2010,2.0,10.0
30119,The Vulture,1982,2.0,4.3
30120,Domino Kid,1957,2.0,6.0
30121,Trainwreck,2015,1193.0,5.9
30122,The Busy Body,1967,0.0,0.0
30123,The Ministers,2009,11.0,5.0
30124,Zephyr Springs,2013,8.0,4.1
30125,È arrivato mio fratello,1985,18.0,5.4
30126,7 Kilos in 7 Days,1986,42.0,5.9
30127,Department Store,1986,61.0,5.4
30128,Noi uomini duri,1987,19.0,5.4
30129,Stuff for the Rich,1987,17.0,5.5
30130,Da grande,1987,28.0,5.7
30131,The Comics,1990,59.0,5.7
30132,Piedipiatti,1990,16.0,6.5
30133,The Comics 2,1991,47.0,5.5
30134,Infelici e contenti,1992,21.0,4.6
30135,The New Comics,1994,32.0,5.0
30136,Mollo tutto,1995,4.0,4.5
30137,Ma che bella sorpresa,2015,105.0,5.9
30138,He's Worse than Me,1985,18.0,5.7
30139,Il Ragazzo di Campagna,1984,75.0,6.4
30140,Rich and Poor,1983,20.0,5.6
30141,"Heads I Win, Tails You Lose",1982,4.0,5.0
30142,I'm Photogenic,1980,4.0,4.5
30143,"Oh, Serafina!",1976,2.0,4.5
30144,"Paolo Barca, maestro elementare, praticamente nudista",1975,0.0,0.0
30145,La poliziotta,1974,1.0,5.0
30146,Night Train to Terror,1985,18.0,4.8
30147,The Bonesetter,2004,1.0,4.0
30148,From a Whisper to a Scream,1987,15.0,6.8
30149,Sounds of Sand,2007,4.0,6.4
30150,The Alley Tramp,1968,2.0,5.0
30151,A Virgin Among the Living Dead,1973,8.0,4.7
30152,Flesh Eating Mothers,1988,11.0,4.1
30153,Matilda,1978,1.0,3.0
30154,BMX Bandits,1983,27.0,6.1
30155,Forbidden World,1982,26.0,5.1
30156,La dictadura perfecta,2014,42.0,7.1
30157,Casa Grande,2014,23.0,7.3
30158,Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles,2014,6.0,7.0
30159,Zodiac: The Race Begins...,2006,2.0,1.0
30160,Aloha,2015,704.0,5.2
30161,Mars,2010,4.0,5.5
30162,Wonderwall,1968,6.0,5.7
30163,Cannibal Vegetarian,2012,4.0,4.5
30164,The Battle of Neretva,1969,11.0,6.2
30165,Tempest,1928,2.0,7.0
30166,The Cheating Pact,2013,10.0,6.2
30167,Piazza Fontana: The Italian Conspiracy,2012,38.0,7.2
30168,Steel,2012,6.0,6.0
30169,Tutto tutto niente niente,2012,54.0,4.8
30170,Tutta colpa di Freud,2014,162.0,6.5
30171,Amiche da morire,2013,59.0,6.2
30172,See You Tomorrow,2013,28.0,5.6
30173,Sole a catinelle,2013,348.0,6.6
30174,What a Beautiful Day,2011,281.0,6.3
30175,With This Ring,2015,23.0,5.5
30176,She's Funny That Way,2014,238.0,5.8
30177,Pudhupettai,2006,1.0,8.0
30178,The Special Need,2013,2.0,4.5
30179,The Mafia Kills Only in Summer,2013,299.0,7.4
30180,The Muthers,1976,3.0,4.3
30181,After Lucia,2012,45.0,6.6
30182,A Fierce Green Fire,2013,4.0,5.5
30183,Misery Loves Comedy,2015,12.0,6.5
30184,Six Acts,2012,2.0,8.0
30185,Song One,2014,87.0,5.5
30186,Vessel,2014,4.0,9.3
30187,The Lion’s Mouth Opens,2014,1.0,9.0
30188,Maqbool,2003,5.0,7.6
30189,Man of the Story,1996,1.0,5.0
30190,Convict,2014,14.0,5.4
30191,Ladies & Gentlemen,1973,4.0,5.1
30192,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,2014,29.0,7.0
30193,The Nun,2013,19.0,6.5
30194,Men Don't Cry,1968,4.0,7.1
30195,Autumn,1990,0.0,0.0
30196,Kilplased,1974,1.0,6.5
30197,Spring,1969,6.0,6.6
30198,Summer,1976,1.0,8.0
30199,The Last Relic,1969,3.0,6.8
30200,Tommy Tucker's Tooth,1922,2.0,7.0
30201,Alice's Wonderland,1923,6.0,6.5
30202,A Flying Ship,1979,6.0,5.3
30203,Dragon Hill,2002,2.0,5.5
30204,The Last Outlaw,1993,11.0,4.8
30205,"Arabella, the Pirate's Daughter",1983,1.0,9.0
30206,Flight World War II,2015,7.0,4.9
30207,Living Images,2013,5.0,7.6
30208,Tony 10,2012,2.0,9.0
30209,Magnus,2007,5.0,5.8
30210,Orps: The Movie,2009,3.0,5.8
30211,My Sister's Kids in Africa,2013,5.0,6.4
30212,Cherry Tobacco,2014,2.0,6.5
30213,Dungeons & Dragons: Wrath of the Dragon God,2005,36.0,4.8
30214,Ruudi,2006,3.0,5.2
30215,The Rain Fairy,2010,2.0,4.5
30216,Bad Hair Friday,2012,2.0,6.5
30217,Freerunner,2011,46.0,4.3
30218,Hier kommt Lola,2010,5.0,5.6
30219,Cupcakes,2013,6.0,5.2
30220,Hibernatus,1969,66.0,6.5
30221,The Cry of the Owl,1987,4.0,5.5
30222,Enter the Dangerous Mind,2013,14.0,4.8
30223,The Amazing Mr Blunden,1972,6.0,6.6
30224,Bomba and the Jungle Girl,1952,0.0,0.0
30225,The Games Maker,2014,20.0,4.9
30226,Taxi,2015,107.0,6.8
30227,Conagher,1991,5.0,4.8
30228,Don't Tell the Wife,1937,0.0,0.0
30229,Getting Gertie's Garter,1945,0.0,0.0
30230,It's a Dog's Life,1955,1.0,4.0
30231,Lucky 13,2005,3.0,5.5
30232,The Judgement,2014,2.0,6.0
30233,Wir waren Könige,2014,12.0,6.0
30234,Comedy Central Roast of Charlie Sheen,2011,25.0,6.9
30235,Comedy Central Roast of William Shatner,2006,11.0,6.6
30236,Comedy Central Roast of Donald Trump,2011,15.0,6.2
30237,I Am Road Comic,2014,2.0,7.0
30238,Magician: The Astonishing Life and Work of Orson Welles,2014,17.0,6.9
30239,Robbery,1967,8.0,6.5
30240,Satellite in the Sky,1956,5.0,5.4
30241,Souls at Sea,1937,0.0,0.0
30242,The Bride Walks Out,1936,5.0,4.1
30243,Zero Focus,1961,2.0,7.5
30244,The Deadly Affair,1966,18.0,5.7
30245,The Double Man,1967,4.0,5.8
30246,The Fantastic Flying Books of Mr Morris Lessmore,2011,32.0,7.7
30247,The Impossible Years,1968,3.0,8.3
30248,The Last Hunt,1956,4.0,7.5
30249,Passenger,1963,8.0,6.3
30250,The Passenger,2006,3.0,5.7
30251,To Trap a Spy,1964,2.0,8.0
30252,Tomorrow Is Another Day,1951,5.0,5.5
30253,Whiplash,1948,3.0,2.2
30254,The Fiend of Dope Island,1961,0.0,0.0
30255,Dragon Blade,2015,146.0,5.9
30256,Jab Tak Hai Jaan,2012,68.0,7.2
30257,Mere Brother Ki Dulhan,2011,19.0,6.5
30258,I Hate Luv Storys,2010,35.0,6.1
30259,Entourage,2015,502.0,6.2
30260,London Road,2015,13.0,6.5
30261,If You Were Young: Rage,1970,2.0,6.5
30262,Erotikon,1920,4.0,5.5
30263,Backyard Dogs,2001,1.0,10.0
30264,Bitter Lake,2015,30.0,8.0
30265,How to Save a Marriage and Ruin Your Life,1968,2.0,7.0
30266,Ventoux,2015,4.0,5.8
30267,Murder of a Cat,2014,10.0,4.8
30268,Das Ende der Geduld,2014,4.0,6.4
30269,Demons of the Mind,1972,9.0,6.1
30270,No Way Jose,2015,8.0,4.8
30271,Time Of My Life,2012,6.0,7.5
30272,The Samurai,2014,21.0,6.1
30273,Happy Ending,2014,16.0,5.3
30274,No. 12: Heaven and Earth Magic,1962,8.0,7.4
30275,Comedy Central Roast of Flavor Flav,2007,9.0,6.4
30276,You're Sleeping Nicole,2014,19.0,6.8
30277,Freedom,2014,9.0,5.8
30278,Our Grand Despair,2011,7.0,6.0
30279,Ashens and the Quest for the Gamechild,2013,14.0,5.0
30280,Paranormal Whacktivity,2013,16.0,3.3
30281,Comedy Central Roast of Pamela Anderson,2005,12.0,7.7
30282,The Golden Bat,1966,0.0,0.0
30283,Festival,1967,2.0,3.8
30284,The Prospects,2011,1.0,1.0
30285,The Colour Out of Space,2010,7.0,5.9
30286,Foxtrot,1976,2.0,4.8
30287,Ghost Graduation,2012,50.0,5.7
30288,Duck Amuck,1953,48.0,8.3
30289,5 Flights Up,2014,92.0,5.9
30290,Inside Out,2015,6737.0,7.9
30291,The World Made Straight,2015,19.0,5.5
30292,Love in the Time of Civil War,2014,5.0,5.0
30293,The Wolfpack,2015,116.0,6.7
30294,Trevor Noah: African American,2013,11.0,7.2
30295,A BIG Love Story,2012,4.0,5.5
30296,Blackie the Pirate,1971,13.0,4.7
30297,Tanu Weds Manu,2011,20.0,6.1
30298,Documented,2014,1.0,5.0
30299,The Sisterhood of Night,2015,32.0,6.5
30300,Ginger,1971,6.0,3.9
30301,The Abductors,1972,4.0,6.0
30302,Soaked in Bleach,2015,86.0,7.0
30303,Love & Mercy,2015,246.0,7.3
30304,Technotise: Edit & I,2009,17.0,6.8
30305,Fair of the Dove,1935,1.0,5.0
30306,Snow White and 7 Wise Men,1982,2.0,6.5
30307,Emmanuelle in the Country,1982,4.0,3.6
30308,La banda Vallanzasca,1977,0.0,0.0
30309,For a Book of Dollars,1973,0.0,0.0
30310,The Masked Thief,1975,0.0,0.0
30311,Amusement,2008,70.0,4.9
30312,The Better Angels,2014,16.0,6.9
30313,Leonie,2010,1.0,5.0
30314,A Year in Burgundy,2013,5.0,7.6
30315,To Forget Venice,1979,1.0,5.0
30316,Tulips of Haarlem,1970,1.0,5.0
30317,Paul Goodman Changed My Life,2011,0.0,0.0
30318,Throw Down Your Heart,2009,1.0,6.0
30319,The Garden,2008,5.0,6.0
30320,All My Friends Are Funeral Singers,2010,3.0,6.5
30321,Spork,2010,10.0,7.0
30322,Police Story 2013,2013,92.0,5.8
30323,Dirt! The Movie,2009,3.0,6.7
30324,Just Like Home,2007,1.0,5.0
30325,Remote Area Medical,2013,0.0,0.0
30326,The Listening Project,2008,1.0,4.0
30327,New Muslim Cool,2009,0.0,0.0
30328,What's Up with Love?,2002,12.0,7.6
30329,Without You I'm Nothing,1990,1.0,5.0
30330,Cafè Express,1981,5.0,5.7
30331,Il giocattolo,1979,2.0,7.0
30332,In nome del papa re,1977,6.0,6.6
30333,Quelle strane occasioni,1976,1.0,6.0
30334,"Goodnight, Ladies and Gentlemen",1976,8.0,7.1
30335,The Assassin of Rome,1972,0.0,0.0
30336,Roma bene,1971,1.0,6.0
30337,I picari,1987,6.0,4.7
30338,The American Ruling Class,2005,2.0,4.5
30339,Will Our Heroes Be Able to Find Their Friend Who Has Mysteriously Disappeared in Africa?,1968,11.0,7.3
30340,"Straziami, ma di baci saziami",1968,6.0,6.3
30341,The Treasure of San Gennaro,1966,22.0,7.8
30342,Adultery Italian Style,1966,0.0,0.0
30343,I Knew Her Well,1965,13.0,6.7
30344,The Topp Twins: Untouchable Girls,2009,2.0,7.0
30345,"Toto, Peppino, and the Hussy",1956,48.0,8.3
30346,Strigoi,2009,10.0,6.2
30347,The Bachelor,1955,1.0,6.0
30348,Gli innamorati,1955,2.0,6.0
30349,Eames: The Architect & The Painter,2011,18.0,6.9
30350,Herbie Hancock: Possibilities,2006,1.0,5.5
30351,The End of a Mystery,2003,1.0,6.0
30352,The Flying Dutchman,1995,1.0,9.0
30353,In nome del popolo sovrano,1990,0.0,0.0
30354,Il Gaucho,1964,2.0,7.8
30355,The Dolls,1965,1.0,6.0
30356,High Infidelity,1964,0.0,0.0
30357,The Girl from Parma,1963,0.0,0.0
30358,I Motorizzati,1962,1.0,6.0
30359,Circo,2011,2.0,7.5
30360,L'Impiegato,1960,0.0,0.0
30361,Fiasco in Milan,1959,10.0,7.7
30362,"Venice, the Moon and You",1958,8.0,4.9
30363,Edie & Thea: A Very Long Engagement,2009,1.0,6.0
30364,Before Stonewall,1984,7.0,6.5
30365,Iphigenia,1977,8.0,6.6
30366,Big Time,1988,5.0,5.8
30367,Jess + Moss,2011,5.0,6.8
30368,Metro,2013,60.0,6.0
30369,The Drunk,2014,0.0,0.0
30370,Mercenaries,2014,33.0,4.3
30371,The Hunger Games: Mockingjay - Part 2,2015,4117.0,6.6
30372,Max,2015,282.0,6.8
30373,Pixels,2015,2564.0,5.6
30374,Allegiant,2016,2064.0,5.9
30375,Fantastic Beasts and Where to Find Them,2016,5612.0,7.2
30376,Bad Boys for Life,2018,12.0,0.0
30377,Number One Fan,2014,77.0,6.0
30378,Forever,2014,1.0,5.0
30379,Slightly Scarlet,1956,6.0,6.2
30380,Letter to Brezhnev,1985,6.0,5.5
30381,Entertaining Mr. Sloane,1970,6.0,6.0
30382,The Gruesome Twosome,1967,8.0,5.3
30383,The Bonnie Parker Story,1958,2.0,5.0
30384,Alvin Purple,1973,8.0,5.4
30385,Curfew,2012,33.0,7.5
30386,Smithereens,1982,3.0,6.7
30387,Pink Narcissus,1971,9.0,6.0
30388,The Brain from Planet Arous,1957,9.0,4.9
30389,Got the Facts on Milk?,2011,2.0,8.3
30390,Lioness,2008,1.0,6.0
30391,Dawg Fight,2015,20.0,6.3
30392,K2: Siren of the Himalayas,2012,4.0,6.1
30393,The Men Who Built America,2012,14.0,5.9
30394,Battle Angel,1993,25.0,6.8
30395,Daddy and the Muscle Academy,1991,4.0,6.3
30396,Sebbe,2010,8.0,5.9
30397,Mission Blue,2014,7.0,7.7
30398,E-Team,2014,10.0,6.4
30399,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",2011,6.0,5.1
30400,The Hairdresser,2010,6.0,6.5
30401,Chocolate City,2015,11.0,5.5
30402,Prime Suspect: Scent of Darkness,1995,6.0,5.5
30403,Madras Cafe,2013,32.0,6.9
30404,Millionaires Express,1986,9.0,6.1
30405,Binta and the Great Idea,2004,3.0,3.5
30406,West Bank Story,2005,3.0,4.8
30407,Skills Like This,2007,3.0,6.0
30408,The Star Wars Holiday Special,1978,81.0,3.2
30409,Chanthaly,2013,3.0,6.3
30410,Camp Takota,2014,29.0,6.6
30411,Blue Summer,1973,5.0,4.7
30412,Hamari Adhuri Kahani,2015,12.0,6.0
30413,Such Good People,2014,3.0,5.0
30414,The Possibilities Are Endless,2014,5.0,6.0
30415,Mostly Ghostly: Have You Met My Ghoulfriend?,2014,24.0,5.1
30416,Jailbait Babysitter,1977,0.0,0.0
30417,Pocket Ninjas,1997,6.0,3.9
30418,Occupy Love,2013,1.0,5.0
30419,The Sky Above Us,2015,0.0,0.0
30420,Prime Suspect 5: Errors of Judgement,1996,7.0,5.9
30421,On the Way to School,2013,36.0,6.6
30422,Frankenstein,2004,10.0,4.6
30423,3: The Dale Earnhardt Story,2004,7.0,6.4
30424,Johnny Tsunami,1999,20.0,5.1
30425,Johnny Kapahala - Back on Board,2007,17.0,4.9
30426,'Twas the Night,2001,4.0,5.1
30427,The Ultimate Christmas Present,2000,12.0,5.2
30428,"Merry Christmas, Drake and Josh",2008,23.0,5.7
30429,Problem Child 3,1995,32.0,3.8
30430,The Paper Brigade,1997,3.0,5.5
30431,Zenon: Girl of the 21st Century,1999,37.0,5.5
30432,Zenon: The Zequel,2001,27.0,4.8
30433,Zenon: Z3,2004,17.0,5.3
30434,"Up, Up, and Away",2000,10.0,4.8
30435,Don't Look Under the Bed,1999,23.0,5.6
30436,The Luck of the Irish,2001,20.0,5.6
30437,Eddie's Million Dollar Cook Off,2003,14.0,5.4
30438,Wendy Wu: Homecoming Warrior,2006,78.0,5.4
30439,18 Year Old Virgin,2009,31.0,2.9
30440,Web Junkie,2014,5.0,6.1
30441,The Curse of Inferno,1996,4.0,3.5
30442,Mr. Holmes,2015,686.0,6.5
30443,Aachi and Ssipak,2006,14.0,6.7
30444,Bite Size,2014,1.0,4.0
30445,Sniper: Weapons of Retaliation,2009,1.0,7.0
30446,The Twin,1984,9.0,5.8
30447,Pasta Shells,2013,4.0,4.8
30448,Chicks,2010,4.0,5.8
30449,Toto in Color,1953,15.0,7.5
30450,Toto and the King of Rome,1951,7.0,6.6
30451,A Day in Court,1953,3.0,7.0
30452,An American in Rome,1954,41.0,7.2
30453,The Overtaxed,1959,14.0,6.4
30454,Totò Diabolicus,1963,10.0,7.5
30455,Copacabana Palace,1962,2.0,5.3
30456,Two Colonels,1962,11.0,7.4
30457,La feldmarescialla,1967,0.0,0.0
30458,The Knock Out Cop,1973,36.0,6.1
30459,Flatfoot in Hong Kong,1975,32.0,5.4
30460,Flatfoot in Africa,1978,33.0,5.8
30461,Bonnie and Clyde Italian Style,1982,8.0,5.6
30462,The Antics Roadshow,2011,1.0,6.0
30463,Intangible Asset Number 82,2008,1.0,1.0
30464,Jig,2011,1.0,8.0
30465,Eco-Pirate: The Story of Paul Watson,2011,0.0,0.0
30466,The Last White Knight,2012,1.0,6.0
30467,"The Farm: Angola, USA",1998,5.0,7.6
30468,The Jewish Cardinal,2013,2.0,6.8
30469,Bitter Dream,2004,2.0,4.5
30470,Impact,2009,20.0,4.8
30471,Mercenaries,2011,6.0,5.8
30472,Nanny Cam,2014,18.0,5.8
30473,The Secret Life of Pets,2016,3536.0,5.9
30474,Underground,1976,0.0,0.0
30475,"Master, a Building in Copacabana",2002,11.0,6.6
30476,The Skeleton Dance,1929,29.0,7.3
30477,A.C.A.B.: All Cops Are Bastards,2012,163.0,6.7
30478,Frankenstein vs. The Mummy,2015,8.0,3.9
30479,Alien vs. Ninja,2010,24.0,4.0
30480,Ghost in the Shell: Stand Alone Complex - The Laughing Man,2005,31.0,7.9
30481,Pablo,2012,2.0,6.3
30482,All the Wilderness,2014,13.0,7.0
30483,Walking the Camino: Six Ways to Santiago,2013,1.0,4.0
30484,Evil Behind You,2006,0.0,0.0
30485,Senior Project,2015,0.0,0.0
30486,Best in Bed,2014,22.0,5.0
30487,Les Gazelles,2014,44.0,5.2
30488,Mariage chez les Bodin's,2008,10.0,5.5
30489,Amélie au pays des Bodin's,2010,6.0,3.9
30490,Obsessed,2002,4.0,3.3
30491,The Emperor's New Clothes,2015,12.0,6.2
30492,White Tiger,2012,24.0,5.9
30493,Guardian,2001,2.0,7.0
30494,Mom's Got a Date With a Vampire,2000,24.0,5.4
30495,Love Lies Bleeding,2008,9.0,6.3
30496,Kaaka Muttai,2015,12.0,8.2
30497,B.A. Pass,2013,6.0,6.9
30498,Once Upon a Time in High School,2004,21.0,7.0
30499,Gabbar Is Back,2015,33.0,7.0
30500,Boy & the World,2014,69.0,7.0
30501,Little Boy,2015,190.0,7.0
30502,Do You Believe?,2015,49.0,6.7
30503,A Deadly Adoption,2015,38.0,4.7
30504,Buster e Billie,1974,2.0,5.0
30505,Three Wishes for Cinderella,1973,90.0,7.5
30506,Rhythm is it!,2004,2.0,4.3
30507,Video Violence,1987,5.0,6.2
30508,Self/less,2015,1122.0,6.3
30509,Mythica: A Quest for Heroes,2014,53.0,5.7
30510,The King's Daughter,2017,4.0,0.0
30511,Alex Is Lovesick,1986,5.0,4.9
30512,Behind the Camera: The Unauthorized Story of 'Mork & Mindy',2005,1.0,0.0
30513,Escape from Sobibor,1987,50.0,6.7
30514,Criminal,2016,566.0,5.8
30515,The Last Witch Hunter,2015,1345.0,5.7
30516,Krampus,2015,601.0,5.9
30517,Suicide Squad,2016,7717.0,5.9
30518,Aurora,2016,3.0,4.5
