,title,crew,return,release_date,release_year,budget,revenue
17001,City Streets,['Rouben Mamoulian'],0.0,1931-04-18,1931,0,0.0
17002,Two Drifters,['João Pedro Rodrigues'],0.0,2005-05-18,2005,0,0.0
17003,Women Without Men,"['Shirin Neshat', 'Shoja Azari']",0.0,2009-09-11,2009,0,0.0
17004,Outside the Law,['Rachid Bouchareb'],0.0,2010-09-21,2010,30000000,0.0
17005,Wrong Rosary,['Mahmut Fazıl Coşkun'],0.0,2009-10-09,2009,0,0.0
17006,The Crimson Kimono,['Samuel Fuller'],0.0,1959-10-01,1959,0,0.0
17007,Laaga Chunari Mein Daag - Journey of A Woman,['Pradeep Sarkar'],0.0,2007-10-12,2007,0,0.0
17008,Outsider,['Andrej Košak'],0.0,1997-02-13,1997,0,0.0
17009,Crazy Love,['Dominique Deruddere'],0.0,1987-10-01,1987,0,119919.0
17010,Abominable,['Ryan Schifrin'],0.0,2006-04-10,2006,0,0.0
17011,Love Torn in a Dream,['Raúl Ruiz'],0.0,2000-08-28,2000,0,0.0
17012,Pleasures of the Flesh,['Nagisa Ōshima'],0.0,1965-08-29,1965,0,0.0
17013,Sing a Song of Sex,['Nagisa Ōshima'],0.0,1967-02-23,1967,0,0.0
17014,"Silent Night, Deadly Night III: Better Watch Out!",['Monte Hellman'],0.0,1989-11-17,1989,0,0.0
17015,The Perils of Pauline,['Louis J. Gasnier'],0.0,1914-03-31,1914,0,0.0
17016,A Good Lawyer's Wife,['Im Sang-soo'],0.0,2003-08-15,2003,0,0.0
17017,Larks on a String,['Jiří Menzel'],0.0,1990-01-01,1990,0,0.0
17018,Rabbit Without Ears 2,['Til Schweiger'],0.0,2009-11-24,2009,0,48720000.0
17019,Mildred Pierce,['Todd Haynes'],0.0,2011-03-27,2011,20000000,0.0
17020,Rien sur Robert,['Pascal Bonitzer'],0.0,1999-02-24,1999,0,0.0
17021,Stranded: I've Come from a Plane That Crashed on the Mountains,['Gonzalo Arijón'],0.0,2007-11-23,2007,0,0.0
17022,The Age of the Earth,['Glauber Rocha'],0.0,1980-11-17,1980,0,0.0
17023,Blind Mountain,['Li Yang'],0.0,2007-05-19,2007,0,0.0
17024,15,['Sergiu Nicolaescu'],0.0,2005-10-21,2005,0,28.0
17025,Service,['Brillante Mendoza'],0.0,2008-06-24,2008,0,0.0
17026,Flow: For Love of Water,['Irena Salina'],0.0,2008-09-12,2008,0,0.0
17027,Voices from the List,[],0.0,2004-03-09,2004,0,0.0
17028,Japanese Summer: Double Suicide,['Nagisa Ōshima'],0.0,1967-09-02,1967,0,0.0
17029,No Blood Relation,['Mikio Naruse'],0.0,1932-12-16,1932,0,0.0
17030,Crimes of Fashion,['Stuart Gillard'],0.0,2004-01-01,2004,0,0.0
17031,Nichts als Gespenster,['Martin Gypkens'],0.0,2006-11-29,2006,0,0.0
17032,The Student of Prague,"['Paul Wegener', 'Stellan Rye']",0.0,1913-08-22,1913,0,0.0
17033,Ito: Diary of an Urban Priest,['Pirjo Honkasalo'],0.0,2010-11-12,2010,560000,0.0
17034,High School,['Frederick Wiseman'],0.0,1968-05-01,1968,0,0.0
17035,White Lightnin',['Dominic Murphy'],0.0,2009-01-19,2009,0,0.0
17036,Alamar,['Pedro González-Rubio'],0.0,2009-12-16,2009,0,0.0
17037,My Friend from Faro,['Nana Neul'],0.0,2008-01-16,2008,0,0.0
17038,Bloomington,['Fernanda Cardoso'],0.0,2010-06-23,2010,0,0.0
17039,Water for Elephants,['Francis Lawrence'],3.0,2011-03-15,2011,38000000,114156230.0
17040,Love & Savagery,['John N. Smith'],0.0,2009-08-06,2009,0,0.0
17041,Yolanda and the Thief,['Vincente Minnelli'],0.0,1945-11-20,1945,0,0.0
17042,Death Line,['Gary Sherman'],0.0,1972-01-01,1972,0,0.0
17043,The Horseman,['Steven Kastrissios'],0.0,2008-08-03,2008,0,0.0
17044,Foo Fighters: Back and Forth,['James Moll'],0.0,2011-04-05,2011,0,0.0
17045,The Light Bulb Conspiracy,"['Cosima Dannoritzer', 'Steve Michelson']",0.0,2010-11-30,2010,0,0.0
17046,The Names of Love,['Michel Leclerc'],0.0,2010-11-24,2010,4600000,0.0
17047,Storm,['Hans-Christian Schmid'],0.0,2009-02-07,2009,0,0.0
17048,Day and Night,['Simon Staho'],0.0,2004-08-06,2004,0,0.0
17049,African Cats,"['Alastair Fothergill', 'Keith Scholey']",0.0,2011-04-22,2011,0,15240456.0
17050,My Dog Tulip,"['Paul Fierlinger', 'Sandra Fierlinger']",0.0,2009-01-01,2009,0,246574.0
17051,Tracker,['Ian Sharp'],0.0,2010-05-20,2010,6500000,0.0
17052,Ali Baba Goes To Town,['David Butler'],0.0,1937-10-29,1937,0,0.0
17053,The Bachelor Party,['Delbert Mann'],0.0,1957-04-09,1957,0,0.0
17054,"A Woman, a Gun and a Noodle Shop",['Zhang Yimou'],0.0,2009-12-11,2009,0,0.0
17055,Film Socialisme,['Jean-Luc Godard'],0.0,2010-05-17,2010,0,0.0
17056,Kill the Irishman,['Jonathan Hensleigh'],0.0,2011-03-10,2011,0,1188194.0
17057,Vice,['Raul Inglis'],0.0,2008-01-01,2008,0,0.0
17058,1612: Chronicles of the Dark Time,['Vladimir Khotinenko'],0.0,2007-10-28,2007,12000000,0.0
17059,Cold Weather,['Aaron Katz'],0.0,2010-03-13,2010,0,0.0
17060,Fast Five,['Justin Lin'],5.01,2011-04-20,2011,125000000,626137675.0
17061,Shirin,['Abbas Kiarostami'],0.0,2008-01-20,2008,0,0.0
17062,They Won't Forget,['Mervyn LeRoy'],0.0,1937-10-09,1937,0,0.0
17063,Here Comes the Navy,['Lloyd Bacon'],0.0,1934-07-21,1934,0,0.0
17064,The Sky's the Limit,['Edward H. Griffith'],0.0,1943-07-13,1943,0,0.0
17065,The Emperor Jones,['Dudley Murphy'],0.0,1933-09-29,1933,0,0.0
17066,Babylon,['Franco Rosso'],0.0,1980-11-07,1980,0,0.0
17067,Once Upon a Time,['Carl Theodor Dreyer'],0.0,1922-10-02,1922,0,0.0
17068,Louis Theroux: Law and Disorder in Johannesburg,['Paddy Wivell'],0.0,2008-12-07,2008,0,0.0
17069,The Woman on the Beach,['Jean Renoir'],0.0,1947-06-02,1947,0,0.0
17070,"Yes, Giorgio",['Franklin J. Schaffner'],0.0,1982-09-24,1982,19000000,0.0
17071,The House of Rothschild,['Alfred L. Werker'],0.0,1934-04-07,1934,0,0.0
17072,Kill Theory,['Chris Moore'],0.0,2008-05-14,2008,0,0.0
17073,The Day They Robbed the Bank of England,['John Guillermin'],0.0,1960-09-04,1960,0,0.0
17074,Reunion in France,['Jules Dassin'],0.0,1942-12-25,1942,0,0.0
17075,Cooking up dreams,['Ernesto Cabellos'],0.0,2009-10-01,2009,0,0.0
17076,Daughters of Darkness,['Harry Kümel'],0.0,1971-05-28,1971,0,0.0
17077,Kosmos,['Reha Erdem'],0.0,2010-02-17,2010,0,0.0
17078,"Mother Dao, the Turtlelike",['Vincent Monnikendam'],0.0,1995-04-06,1995,0,0.0
17079,Idiots and Angels,['Bill Plympton'],0.0,2008-04-26,2008,0,0.0
17080,The Parking Lot Movie,['Meghan Eckman'],0.0,2010-08-06,2010,0,0.0
17081,We Are What We Are,['Jorge Michel Grau'],0.0,2010-11-12,2010,0,0.0
17082,A Gentle Woman,['Robert Bresson'],0.0,1969-08-27,1969,0,0.0
17083,God's Country,['Louis Malle'],0.0,1985-06-07,1985,0,0.0
17084,Ghosts,['Christian Petzold'],0.0,2005-09-15,2005,0,0.0
17085,The Robber,['Benjamin Heisenberg'],0.05,2010-02-14,2010,3900000,208475.0
17086,I Just Didn't Do It,['Masayuki Suo'],0.0,2007-01-20,2007,0,0.0
17087,The Idiot Returns,['Sasa Gedeon'],0.0,1999-02-25,1999,0,0.0
17088,The Bastards,['Amat Escalante'],0.0,2008-05-20,2008,0,0.0
17089,Truly Human,['Åke Sandgren'],0.0,2001-04-27,2001,0,0.0
17090,Attenberg,['Athina Rachel Tsangari'],0.0,2010-09-14,2010,0,0.0
17091,The Asthenic Syndrome,['Kira Muratova'],0.0,1990-08-01,1990,0,0.0
17092,My Dear Enemy,['Lee Yoon-ki'],0.0,2008-09-24,2008,0,0.0
17093,Night and Day,['Hong Sang-soo'],0.0,2008-02-28,2008,0,0.0
17094,Porto of My Childhood,['Manoel de Oliveira'],0.0,2001-09-19,2001,0,0.0
17095,Everybody's Woman,['Max Ophüls'],0.0,1934-01-01,1934,0,0.0
17096,The High Cost of Living,['Deborah Chow'],0.0,2010-09-15,2010,0,0.0
17097,Swimming Pool,['Boris von Sychowski'],0.0,2001-10-04,2001,0,0.0
17098,Incendies,['Denis Villeneuve'],1.04,2010-09-04,2010,6800000,7103838.0
17099,Nora Roberts' Blue Smoke,['David Carson'],0.0,2007-02-12,2007,0,0.0
17100,Nora Roberts' Montana Sky,['Mike Robe'],0.0,2007-02-05,2007,0,0.0
17101,Bird of Paradise,['King Vidor'],0.0,1932-08-12,1932,0,0.0
17102,Invitation to the Dance,['Gene Kelly'],0.0,1956-05-22,1956,0,0.0
17103,The Leaning Tower,['Timo Koivusalo'],0.0,2006-10-20,2006,0,0.0
17104,Kymmenen riivinrautaa,['Ere Kokkonen'],0.0,2002-08-30,2002,0,0.0
17105,Dead Kids,['Michael Laughlin'],0.0,1981-10-16,1981,0,0.0
17106,Neon Flesh,['Paco Cabezas'],0.0,2010-10-09,2010,0,0.0
17107,Nora Roberts' Carolina Moon,['Stephen Tolkin'],0.0,2007-02-19,2007,0,0.0
17108,Nora Roberts' Angels Fall,['Ralph Hemecker'],0.0,2007-01-26,2007,0,0.0
17109,Persona non grata,['Krzysztof Zanussi'],0.0,2005-04-01,2005,0,0.0
17110,Soul Surfer,['Sean McNamara'],2.62,2011-04-08,2011,18000000,47088990.0
17111,Something Borrowed,['Luke Greenfield'],1.71,2011-05-05,2011,35000000,59901913.0
17112,"Rock, Paper, Scissors: The Way of the Tosser",[],0.0,2007-01-01,2007,0,0.0
17113,June 9,['T. Michael Conway'],0.0,2008-06-09,2008,0,0.0
17114,Macbeth,['Béla Tarr'],0.0,1982-01-01,1982,0,0.0
17115,Bridesmaids,['Paul Feig'],8.87,2011-04-28,2011,32500000,288383523.0
17116,Priest,['Scott Stewart'],1.31,2011-05-05,2011,60000000,78309131.0
17117,The 19th Wife,['Rod Holcomb'],0.0,2010-09-13,2010,0,0.0
17118,PoliWood,['Barry Levinson'],0.0,2009-07-03,2009,0,0.0
17119,The Storm Warriors,"['Danny Pang', 'Oxide Pang Chun']",0.0,2009-12-10,2009,100000000,0.0
17120,Same Same But Different,['Detlev Buck'],0.0,2009-08-13,2009,0,0.0
17121,Eye of the Dolphin,['Michael D. Sellers'],0.03,2007-08-24,2007,2500000,71904.0
17122,Intimate Enemies,['Florent-Emilio Siri'],0.0,2007-01-01,2007,9780000,0.0
17123,The Beaver,['Jodie Foster'],0.05,2011-02-11,2011,21000000,970816.0
17124,King Lear,['Jean-Luc Godard'],0.0,1987-05-17,1987,0,0.0
17125,To the Shores of Tripoli,['H. Bruce Humberstone'],0.0,1942-11-09,1942,0,0.0
17126,The Racket,['Lewis Milestone'],0.0,1928-11-01,1928,0,0.0
17127,Black Fury,['Michael Curtiz'],0.0,1935-05-18,1935,0,0.0
17128,Kitty,['Mitchell Leisen'],0.0,1945-10-16,1945,0,0.0
17129,Mothra,['Ishirô Honda'],0.0,1961-07-30,1961,0,0.0
17130,Godzilla Raids Again,['Motoyoshi Oda'],0.0,1955-04-24,1955,0,0.0
17131,The Tortured,['Robert Lieberman'],0.0,2010-06-15,2010,8500000,0.0
17132,Pirates of the Caribbean: On Stranger Tides,['Rob Marshall'],2.75,2011-05-14,2011,380000000,1045713802.0
17133,Midnight in Paris,['Woody Allen'],5.04,2011-05-11,2011,30000000,151119219.0
17134,The Kid with a Bike,"['Luc Dardenne', 'Jean-Pierre Dardenne']",0.0,2011-05-18,2011,0,0.0
17135,The Man from Nowhere,['Lee Jeong-Beom'],0.0,2010-08-04,2010,0,43059790.0
17136,Born to Be Bad,['Nicholas Ray'],0.0,1950-09-28,1950,0,0.0
17137,Jewel Robbery,['William Dieterle'],0.0,1932-08-13,1932,0,0.0
17138,The Tree of Life,['Terrence Malick'],1.71,2011-05-18,2011,32000000,54674226.0
17139,Paper Lion,['Alex March'],0.0,1968-10-23,1968,0,0.0
17140,All I Desire,['Douglas Sirk'],0.0,1953-06-25,1953,0,0.0
17141,Jeopardy,['John Sturges'],0.0,1953-03-30,1953,0,0.0
17142,The Village Barbershop,['Chris J. Ford'],0.0,2008-01-01,2008,0,0.0
17143,Diary of a Cannibal,['Ulli Lommel'],0.0,2007-04-24,2007,0,0.0
17144,The Hangover Part II,['Todd Phillips'],3.18,2011-05-25,2011,80000000,254455986.0
17145,Nothing to Declare,['Dany Boon'],0.0,2010-12-15,2010,32000000,0.0
17146,No Time For Love,['Mitchell Leisen'],0.0,1943-11-10,1943,0,0.0
17147,The Sin of Madelon Claudet,['Edgar Selwyn'],0.0,1931-10-23,1931,0,0.0
17148,This Above All,['Anatole Litvak'],0.0,1942-05-12,1942,0,0.0
17149,Double Take,['Johan Grimonprez'],0.0,2009-02-10,2009,0,0.0
17150,Fly Away,['Janet Grillo'],0.0,2011-07-17,2011,0,0.0
17151,Van Diemen's Land,['Jonathan auf der Heide'],0.0,2009-09-24,2009,0,0.0
17152,One Hundred Mornings,['Conor Horgan'],0.0,2009-07-11,2009,0,0.0
17153,Son of Babylon,['Mohamed Al Daradji'],0.0,2009-05-01,2009,0,0.0
17154,Loose Change 9/11: An American Coup,['Dylan Avery'],0.0,2009-09-22,2009,0,0.0
17155,Victim,"['Michael A. Pierce', 'Matt Eskandari']",0.0,2010-11-17,2010,0,0.0
17156,Across the Hall,['Alex Merkin'],0.0,2009-08-27,2009,0,0.0
17157,Daayen Ya Baayen,['Bela Negi'],0.0,2010-10-29,2010,0,0.0
17158,John Rabe,['Florian Gallenberger'],0.0,2009-04-02,2009,20000000,0.0
17159,Oh My God,['Peter Rodger'],0.0,2009-11-13,2009,0,0.0
17160,Destroy All Monsters,"['Ishirô Honda', 'Seiji Tani']",0.0,1968-08-01,1968,0,0.0
17161,Stonewall Uprising,"['Kate Davis', 'David Heilbroner']",0.0,2010-06-16,2010,0,0.0
17162,Ballou,['Michael Patrei'],0.0,2008-09-11,2008,0,0.0
17163,The Clairvoyant,['Maurice Elvey'],0.0,1934-01-01,1934,0,0.0
17164,The Virginity Hit,"['Huck Botko', 'Andrew Gurland']",0.28,2010-09-10,2010,2000000,563706.0
17165,Through and Through,['Grzegorz Królikiewicz'],0.0,1973-05-11,1973,0,0.0
17166,Pina,['Wim Wenders'],3.39,2011-02-24,2011,4317946,14624826.0
17167,Eyes of a Stranger,['Ken Wiederhorn'],0.0,1981-02-11,1981,800000,0.0
17168,Outcast of the Islands,['Carol Reed'],0.0,1951-11-15,1951,0,0.0
17169,The Moon in the Gutter,['Jean-Jacques Beineix'],0.0,1983-05-12,1983,0,0.0
17170,Under Our Skin,['Andy Abrahams Wilson'],0.0,2008-07-12,2008,0,0.0
17171,Belle Toujours,['Manoel de Oliveira'],0.0,2006-09-08,2006,0,0.0
17172,The Roommate,['Christian E. Christiansen'],2.53,2011-02-04,2011,16000000,40492759.0
17173,Strip Nude for Your Killer,['Andrea Bianchi'],0.0,1975-08-24,1975,0,0.0
17174,Humanity and Paper Balloons,['Sadao Yamanaka'],0.0,1937-08-25,1937,0,0.0
17175,Comedy of Innocence,['Raúl Ruiz'],0.0,2000-09-01,2000,0,0.0
17176,Hollow Triumph,['Steve Sekely'],0.0,1948-06-18,1948,0,0.0
17177,The Housemaid,['Kim Ki-young'],0.0,1960-11-03,1960,0,0.0
17178,Wanda,['Barbara Loden'],0.0,1970-09-01,1970,0,0.0
17179,The Strange Case of Angelica,['Manoel de Oliveira'],0.0,2010-12-29,2010,2000000,0.0
17180,Frownland,['Ronald Bronstein'],0.0,2007-03-09,2007,0,0.0
17181,The King of Escape,['Alain Guiraudie'],0.0,2009-07-15,2009,0,0.0
17182,Zoo in Budapest,['Rowland V. Lee'],0.0,1933-04-28,1933,0,0.0
17183,Tomorrow We Move,['Chantal Akerman'],0.0,2004-03-03,2004,0,0.0
17184,Dealer,['Benedek Fliegauf'],0.0,2004-02-11,2004,0,0.0
17185,No Rest for the Brave,['Alain Guiraudie'],0.0,2003-11-12,2003,0,0.0
17186,Trails,['João César Monteiro'],0.0,1978-05-19,1978,0,0.0
17187,Bis zum Ellenbogen,['Justus von Dohnányi'],0.0,2007-11-01,2007,0,0.0
17188,8:28 AM,['Christian Alvart'],0.0,2010-09-17,2010,0,0.0
17189,Ossos,['Pedro Costa'],0.0,1997-01-01,1997,0,0.0
17190,All Is Forgiven,['Mia Hansen-Løve'],0.0,2007-09-26,2007,0,0.0
17191,The Mistress,['Andrea Štaka'],0.0,2006-08-07,2006,0,0.0
17192,Trust,['David Schwimmer'],0.01,2010-09-10,2010,9500000,120000.0
17193,Penny Dreadful,['Richard Brandes'],0.0,2006-11-10,2006,0,0.0
17194,Night Flight,['Clarence Brown'],0.0,1933-10-06,1933,0,0.0
17195,Prison,['Ingmar Bergman'],0.0,1949-03-19,1949,0,0.0
17196,Dreams,['Ingmar Bergman'],0.0,1955-08-22,1955,0,0.0
17197,Group Sex,['Lawrence Trilling'],0.0,2010-08-24,2010,0,0.0
17198,The Mosquito Net,['Agustí Vila'],0.0,2010-11-04,2010,0,0.0
17199,Loft,['Antoinette Beumer'],0.0,2010-12-16,2010,0,0.0
17200,Vieraalla Maalla,['Ilkka Vanne'],0.0,2003-12-19,2003,0,0.0
17201,Open Season 3,['Cody Cameron'],0.0,2010-01-25,2010,0,0.0
17202,The Speed of Thought,['Evan Oppenheimer'],0.0,2011-04-29,2011,2000000,0.0
17203,Henri Georges Clouzot's Inferno,"['Serge Bromberg', 'Ruxandra Medrea']",0.0,2009-10-01,2009,0,0.0
17204,Stolen,['Anders Anderson'],0.0,2009-10-10,2009,2000000,7306.0
17205,A Shine of Rainbows,['Vic Sarin'],0.0,2009-10-01,2009,6000000,0.0
17206,Zombie Girl: The Movie,"['Justin Johnson', 'Aaron Marshall', 'Erik Mauck']",0.0,2009-08-09,2009,0,0.0
17207,Turbulence 2: Fear of Flying,['David Mackay'],0.0,1999-12-27,1999,0,0.0
17208,The Sisters,['Anatole Litvak'],0.0,1938-10-14,1938,0,0.0
17209,The Double Hour,['Giuseppe Capotondi'],1.1,2009-10-09,2009,3906840,4300000.0
17210,20 Seconds of Joy,[],0.0,2012-01-01,2012,0,0.0
17211,Happy Ever Afters,['Stephen Burke'],0.0,2009-10-09,2009,0,0.0
17212,Attack the Block,['Joe Cornish'],0.28,2011-05-12,2011,14350531,3964682.0
17213,The Way,['Emilio Estevez'],0.0,2010-09-10,2010,0,4430765.0
17214,Let the Bullets Fly,['Jiang Wen'],0.0,2010-12-16,2010,0,0.0
17215,The Tunnel,['Carlo Ledesma'],0.0,2011-05-19,2011,135000,0.0
17216,Orwell Rolls in His Grave,['Robert Kane Pappas'],0.0,2003-10-23,2003,0,0.0
17217,Wake,['Ellie Kanner'],0.0,2009-02-25,2009,0,0.0
17218,Kings of the Sun,['J. Lee Thompson'],0.0,1963-12-18,1963,0,0.0
17219,He Ran All The Way,['John Berry'],0.0,1951-06-19,1951,0,0.0
17220,Violent Saturday,['Richard Fleischer'],0.0,1955-04-01,1955,0,0.0
17221,Kung Fu Panda 2,['Jennifer Yuh Nelson'],4.44,2011-05-25,2011,150000000,665692281.0
17222,The Burglars,['Henri Verneuil'],0.0,1971-10-31,1971,0,0.0
17223,Gabriel Over the White House,['Gregory La Cava'],0.0,1933-03-31,1933,0,0.0
17224,Lynch,['blackANDwhite'],0.0,2007-01-01,2007,0,0.0
17225,X-Men: First Class,['Matthew Vaughn'],2.21,2011-05-24,2011,160000000,353624124.0
17226,Submarine,['Richard Ayoade'],0.0,2011-03-18,2011,0,864659.0
17227,Crazy Safari,['Billy Chan'],0.0,1991-07-05,1991,0,0.0
17228,Tonight and Every Night,['Victor Saville'],0.0,1945-01-09,1945,0,0.0
17229,The Thief,['Russell Rouse'],0.0,1952-10-15,1952,0,0.0
17230,Raffles,['George Fitzmaurice'],0.0,1930-07-24,1930,0,0.0
17231,The Dark Angel,['Sidney Franklin'],0.0,1935-09-08,1935,0,0.0
17232,Brewster's Millions,['Allan Dwan'],0.0,1945-04-07,1945,0,0.0
17233,The Patent Leather Kid,['Alfred Santell'],0.0,1927-09-01,1927,0,0.0
17234,A Nightmare in Las Cruces,[],0.0,2011-05-05,2011,0,0.0
17235,The Other Woman,['Don Roos'],3.4,2010-10-28,2010,30000000,102000000.0
17236,The Last Dispatch,['Helmut Schleppi'],0.0,2005-07-29,2005,0,0.0
17237,Brotherhood,['Nicolo Donato'],0.0,2009-10-21,2009,0,0.0
17238,Brotherhood,['Nicolo Donato'],0.0,2009-10-21,2009,0,0.0
17239,American Grindhouse,['Elijah Drenner'],0.0,2010-03-13,2010,0,0.0
17240,Two Arabian Knights,['Lewis Milestone'],0.0,1927-09-23,1927,0,0.0
17241,Den enskilde medborgaren,['Claes Eriksson'],0.0,2006-01-09,2006,0,0.0
17242,Captive,['Gaston Biraben'],0.0,2004-03-20,2004,0,0.0
17243,Everything Must Go,['Dan Rush'],0.52,2010-10-15,2010,5000000,2614773.0
17244,Eyes of the Mothman,['Matthew J. Pellowski'],0.0,2011-02-22,2011,0,0.0
17245,Red White & Blue,['Simon Rumley'],0.0,2010-10-08,2010,0,0.0
17246,Beginners,['Mike Mills'],1.67,2010-09-11,2010,3200000,5332926.0
17247,Super 8,['J.J. Abrams'],5.2,2011-06-08,2011,50000000,260095987.0
17248,Lottery Ticket,['Erik White'],0.0,2010-08-20,2010,0,0.0
17249,Calvin Marshall,['Gary Lundgren'],0.0,2009-10-01,2009,0,0.0
17250,The Oath,['Laura Poitras'],0.0,2010-05-09,2010,0,0.0
17251,Falling,['Barbara Albert'],0.0,2006-09-08,2006,2705100,0.0
17252,Delbaran,['Abolfazl Jalili'],0.0,2001-08-05,2001,0,0.0
17253,Camp de Thiaroye,"['Ousmane Sembene', 'Thierno Faty Sow']",0.0,1988-01-01,1988,0,0.0
17254,The Target Shoots First,['Christopher Wilcha'],0.0,2000-03-09,2000,0,0.0
17255,The City Below,['Christoph Hochhäusler'],0.0,2010-09-15,2010,0,0.0
17256,Chain Camera,['Kirby Dick'],0.0,2001-01-19,2001,0,0.0
17257,Playing 'In the Company of Men',['Arnaud Desplechin'],0.0,2003-05-15,2003,0,0.0
17258,Then I Sentenced Them All to Death,['Sergiu Nicolaescu'],0.0,1972-01-24,1972,0,0.0
17259,Pale Flower,['Masahiro Shinoda'],0.0,1964-03-01,1964,0,0.0
17260,Santa Claus Has Blue Eyes,['Jean Eustache'],0.0,1966-04-25,1966,0,0.0
17261,It Felt Like a Kiss,['Adam Curtis'],0.0,2009-01-01,2009,0,0.0
17262,Interkosmos,['Jim Finn'],0.0,2006-01-06,2006,9500,0.0
17263,After the Reconciliation,['Anne-Marie Miéville'],0.0,2000-12-27,2000,0,0.0
17264,Matinée,['Jaime Humberto Hermosillo'],0.0,1977-09-18,1977,0,0.0
17265,The Year of Living Vicariously,['Amir Muhammad'],0.0,2005-01-23,2005,0,0.0
17266,A Sixth Part of the World,['Dziga Vertov'],0.0,1926-12-31,1926,0,0.0
17267,Curly Top,['Irving Cummings'],0.0,1935-07-26,1935,0,0.0
17268,Envy,['Zeki Demirkubuz'],0.0,2009-08-08,2009,0,0.0
17269,Private,['Saverio Costanzo'],0.0,2004-08-12,2004,0,0.0
17270,A Very British Gangster,['Donal MacIntyre'],0.0,2007-07-17,2007,0,0.0
17271,The Working Class Goes to Paradise,['Elio Petri'],0.0,1971-09-17,1971,0,0.0
17272,48 Shades,['Daniel Lapaine'],0.0,2006-08-31,2006,0,0.0
17273,Daydream Nation,['Michael Goldbach'],0.0,2010-09-10,2010,0,0.0
17274,"Right On, Man!",['Tapio Suominen'],0.0,1980-02-29,1980,0,0.0
17275,The Chosen One,['Rob Schneider'],0.0,2010-09-03,2010,0,0.0
17276,Bernie,['Albert Dupontel'],0.0,1996-11-27,1996,0,0.0
17277,Lucky Star,['Frank Borzage'],0.0,1929-08-18,1929,0,0.0
17278,Araya,['Margot Benacerraf '],0.0,1959-08-31,1959,0,0.0
17279,The Danube Exodus,['Forgács Péter'],0.0,1998-07-29,1998,0,0.0
17280,Vääpeli Körmy - Taisteluni,['Ere Kokkonen'],0.0,1994-09-16,1994,0,0.0
17281,Green Lantern,['Martin Campbell'],1.1,2011-06-16,2011,200000000,219851172.0
17282,"Ghidorah, the Three-Headed Monster",['Ishirô Honda'],0.0,1964-12-20,1964,0,0.0
17283,Vääpeli Körmy ja etelän hetelmät,['Ere Kokkonen'],0.0,1992-10-09,1992,0,0.0
17284,"Bicicleta, Cullera, Poma",['Carles Bosch'],0.0,2010-10-01,2010,0,0.0
17285,Elektra Luxx,['Sebastian Gutierrez'],0.0,2010-03-14,2010,0,10.0
17286,Mickey's Twice Upon a Christmas,"[""Matthew O'Callaghan"", 'Theresa Cullen', 'Carole Holliday']",0.0,2004-01-01,2004,0,0.0
17287,Stricken,['Reinout Oerlemans'],0.0,2009-11-26,2009,4000000,0.0
17288,Net Worth,['Jerry Ciccoritti'],0.0,1995-01-01,1995,0,0.0
17289,Cinema Verite,"['Shari Springer Berman', 'Robert Pulcini']",0.0,2011-04-23,2011,0,0.0
17290,Yoo Hoo Mrs Goldberg,['Aviva Kempner'],0.0,2009-07-10,2009,0,1131688.0
17291,Mr. Popper's Penguins,['Mark Waters'],3.41,2011-06-17,2011,55000000,187361754.0
17292,Bad Teacher,['Jake Kasdan'],10.81,2011-05-16,2011,20000000,216197492.0
17293,Wives and Lovers,['John Rich'],0.0,1963-08-29,1963,0,0.0
17294,Why Did I Get Married Too?,['Tyler Perry'],3.0,2010-04-02,2010,20000000,60072596.0
17295,The President's Lady,['Henry Levin'],0.0,1953-05-21,1953,0,0.0
17296,Suez,['Allan Dwan'],0.0,1938-10-28,1938,0,0.0
17297,Meet Me in Las Vegas,['Roy Rowland'],0.0,1956-03-09,1956,0,0.0
17298,Two Girls and a Sailor,['Richard Thorpe'],0.0,1944-06-14,1944,0,0.0
17299,Papa's Delicate Condition,['George Marshall'],0.0,1963-03-06,1963,0,0.0
17300,Sundown,['Henry Hathaway'],0.0,1941-10-31,1941,0,0.0
17301,Storm Center,['Daniel Taradash'],0.0,1956-07-31,1956,0,0.0
17302,Transformers: Dark of the Moon,['Michael Bay'],5.76,2011-06-28,2011,195000000,1123746996.0
17303,Larry Crowne,['Tom Hanks'],1.21,2011-06-30,2011,30000000,36160375.0
17304,Score: A Hockey Musical,['Michael McGowan'],0.0,2010-10-22,2010,0,0.0
17305,Your Highness,['David Gordon Green'],0.52,2011-04-08,2011,49900000,26121638.0
17306,Hand Gun,['Whitney Ransick'],0.0,1994-10-01,1994,0,0.0
17307,YellowBrickRoad,"['Andy Mitton', 'Jesse Holland']",0.0,2010-01-23,2010,500000,0.0
17308,Once Is Not Enough,['Guy Green'],0.0,1975-06-20,1975,0,0.0
17309,When Ladies Meet,['Harry Beaumont'],0.0,1933-06-23,1933,0,0.0
17310,The Pride of St. Louis,['Harmon Jones'],0.0,1952-01-01,1952,0,0.0
17311,The Prizefighter and the Lady,"['Howard Hawks', 'W.S. Van Dyke']",0.0,1933-11-10,1933,0,0.0
17312,The Son of Monte Cristo,['Rowland V. Lee'],0.0,1940-12-05,1940,0,0.0
17313,If I Were King,['Frank Lloyd'],0.0,1938-09-28,1938,0,0.0
